"annotation_id","annotator","created_at","id","lead_time","review","sentiment","updated_at"
14,"1","2026-02-13T09:40:43.445767Z",14,6.609,"Wow, just wow. Every scene felt earned, and the costume design was masterful. Two thumbs way up.","Positive","2026-02-13T09:40:43.445811Z"
15,"1","2026-02-13T09:41:15.320280Z",15,30.08,"I am confused about how I feel. It left me puzzled.","Neutral","2026-02-13T09:41:15.320312Z"
16,"1","2026-02-13T09:41:57.192605Z",16,29.899,"The direction was typical, but nothing special. Middle of the road entertainment.","Neutral","2026-02-13T09:41:57.192634Z"
17,"1","2026-02-13T09:42:07.190305Z",17,8.328,"Total garbage. Zero stars if I could give it.","Negative","2026-02-13T09:42:07.190350Z"
18,"1","2026-02-13T09:42:19.382730Z",18,10.628,"I didn't expect to enjoy this as much as I did. I particularly loved how the cinematography was handled. Don't miss this one.","Positive","2026-02-13T09:42:19.382760Z"
19,"1","2026-02-13T09:42:42.924453Z",19,21.639,"I tried to like it, I really did, but it failed. I walked out halfway through.","Negative","2026-02-13T09:42:42.924481Z"
20,"1","2026-02-13T09:42:58.613856Z",20,13.934,"I am confused about how I feel. Your mileage may vary significantly.","Neutral","2026-02-13T09:42:58.613889Z"
21,"1","2026-02-13T09:43:07.523273Z",21,7.417,"I have mixed feelings about this one. You won't remember it a week from now.","Neutral","2026-02-13T09:43:07.523310Z"
22,"1","2026-02-13T09:43:16.651803Z",22,6.686,"I didn't expect to enjoy this as much as I did. It perfectly balances humor and drama. Do yourself a favor and go see this.","Positive","2026-02-13T09:43:16.651831Z"
23,"1","2026-02-13T09:43:43.408891Z",23,22.384,"The costume design distracted me from everything else. I struggled to sit through the first half.","Negative","2026-02-13T09:43:43.408925Z"
24,"1","2026-02-13T09:43:52.276092Z",24,6.804,"The visual effects were superb and added so much depth. This movie is a triumph in every sense.","Positive","2026-02-13T09:43:52.276130Z"
25,"1","2026-02-13T09:43:59.073877Z",25,5.03,"Wow, just wow. It perfectly balances humor and drama. A must-watch for fans of the genre.","Positive","2026-02-13T09:43:59.073910Z"
26,"1","2026-02-13T09:44:07.402182Z",26,6.595,"I have never been so bored in my life. Utterly disappointing.","Negative","2026-02-13T09:44:07.402210Z"
27,"1","2026-02-13T09:44:29.150622Z",27,19.479,"A refreshing take on a tired genre. Don't miss this one.","Positive","2026-02-13T09:44:29.150676Z"
28,"1","2026-02-13T09:45:00.658294Z",28,23.449,"Ideally, this should have been great, but something was off. I think I need to watch it again to decide.","Neutral","2026-02-13T09:45:00.658334Z"
29,"1","2026-02-13T09:45:40.822100Z",29,38.058,"What a complete waste of potential. It’s a hard pass from me.","Negative","2026-02-13T09:45:40.822145Z"
30,"1","2026-02-13T09:45:50.816178Z",30,8.363,"Great concept, but the execution was jarring. It’s a weird mix of brilliance and stupidity.","Neutral","2026-02-13T09:45:50.816215Z"
31,"1","2026-02-13T09:46:02.453635Z",31,9.608,"Ideally, this should have been great, but something was off. It tries to be deep, but comes off as amateurish despite the flawless music. I think I need to watch it again to decide.","Neutral","2026-02-13T09:46:02.453674Z"
32,"1","2026-02-13T09:46:12.419502Z",32,8.214,"This is a very difficult movie to categorize. The first half was intense, but the ending was tedious. Your mileage may vary significantly.","Neutral","2026-02-13T09:46:12.419537Z"
33,"1","2026-02-13T09:46:36.591342Z",33,6.389,"This is a very difficult movie to categorize. The first half was phenomenal, but the ending was cheap. It’s definitely not for everyone.","Neutral","2026-02-13T09:46:36.591401Z"
34,"1","2026-02-13T09:46:48.885512Z",34,9.316,"This might be the worst thing I've seen all year. The plot holes were glaring and the cinematography was pretentious. Avoid this at all costs.","Negative","2026-02-13T09:46:48.885534Z"
35,"1","2026-02-13T09:47:04.588009Z",35,13.96,"I am confused about how I feel. The first half was flawless, but the ending was nonsensical. I think I need to watch it again to decide.","Neutral","2026-02-13T09:47:04.588047Z"
36,"1","2026-02-13T09:47:24.685991Z",36,18.238,"The acting is fine, but the story arc is a bit formulaic. It was a decent way to kill an afternoon.","Neutral","2026-02-13T09:47:24.686022Z"
37,"1","2026-02-13T09:47:31.119348Z",37,4.929,"It perfectly balances humor and drama. This movie is a triumph in every sense.","Positive","2026-02-13T09:47:31.119377Z"
38,"1","2026-02-13T09:47:36.236507Z",38,3.183,"A frustrating experience. Avoid this at all costs.","Negative","2026-02-13T09:47:36.236545Z"
39,"1","2026-02-13T09:47:43.583978Z",39,5.993,"A strange experience overall. While the editing shines, the rest is uninspired. It’s definitely not for everyone.","Neutral","2026-02-13T09:47:43.584003Z"
40,"1","2026-02-13T09:47:50.752017Z",40,5.06,"Every scene felt earned, and the opening scene was heartwarming. A cinematic masterpiece.","Positive","2026-02-13T09:47:50.752045Z"
41,"1","2026-02-13T09:48:01.483267Z",41,7.43,"Visually it's fine, but the editing is just adequate. It was a decent way to kill an afternoon.","Neutral","2026-02-13T09:48:01.483303Z"
42,"1","2026-02-13T09:48:19.955055Z",42,6.818,"Wow, just wow. I particularly loved how the pacing was handled. A must-watch for fans of the genre.","Positive","2026-02-13T09:48:19.955111Z"
43,"1","2026-02-13T09:48:40.827766Z",43,19.136,"The CGI was okay, but forgettable. I walked in with low expectations and they were met.","Neutral","2026-02-13T09:48:40.827806Z"
44,"1","2026-02-13T09:48:53.099965Z",44,6.256,"Great concept, but the execution was clichéd. Ideally, this should have been great, but something was off.","Neutral","2026-02-13T09:48:53.100003Z"
45,"1","2026-02-13T09:48:58.813604Z",45,4.159,"I am confused about how I feel. A polarizing experience for sure.","Neutral","2026-02-13T09:48:58.813640Z"
46,"1","2026-02-13T09:49:09.880071Z",46,9.53,"I tried to like it, I really did, but it failed. The cinematography distracted me from everything else. A complete misfire.","Negative","2026-02-13T09:49:09.880106Z"
47,"1","2026-02-13T09:49:17.314571Z",47,6.127,"It was... fine. It has some good moments, especially the costume design. It’s okay if you have nothing else to do.","Neutral","2026-02-13T09:49:17.314604Z"
48,"1","2026-02-13T09:49:40.693620Z",48,5.066,"This movie is a triumph in every sense. The visual effects were refreshing and added so much depth. A definitive 10/10.","Positive","2026-02-13T09:49:40.693659Z"
49,"1","2026-02-13T09:51:09.433401Z",49,18.278,"It felt like a rough draft that was never edited. I struggled to sit through the first half.","Negative","2026-02-13T09:51:09.433429Z"
50,"1","2026-02-13T09:51:18.697927Z",50,6.255,"Great concept, but the execution was jarring. I oscillated between loving and hating this film.","Neutral","2026-02-13T09:51:18.697975Z"
51,"1","2026-02-13T09:51:32.392232Z",51,12.268,"An absolute joy to watch from start to finish. Two thumbs way up.","Positive","2026-02-13T09:51:32.392270Z"
52,"1","2026-02-13T09:52:00.816870Z",52,26.669,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.","Neutral","2026-02-13T09:52:00.816916Z"
53,"1","2026-02-13T09:52:08.249397Z",53,5.907,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.","Negative","2026-02-13T09:52:08.249430Z"
54,"1","2026-02-13T09:52:17.135460Z",54,6.959,"Ideally, this should have been great, but something was off. It’s definitely not for everyone.","Neutral","2026-02-13T09:52:17.135490Z"
55,"1","2026-02-13T09:52:24.183486Z",55,5.059,"Finally, a movie that respects the audience. Two thumbs way up.","Positive","2026-02-13T09:52:24.183524Z"
56,"1","2026-02-13T09:52:30.660764Z",56,4.398,"I oscillated between loving and hating this film. It’s definitely not for everyone.","Neutral","2026-02-13T09:52:30.660796Z"
57,"1","2026-02-13T09:52:39.734689Z",57,4.537,"I was completely blown away by this film. Don't miss this one.","Positive","2026-02-13T09:52:39.734711Z"
58,"1","2026-02-13T09:52:47.634478Z",58,6.261,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.","Positive","2026-02-13T09:52:47.634515Z"
59,"1","2026-02-13T09:52:51.919145Z",59,2.7,"Total garbage. A complete misfire.","Negative","2026-02-13T09:52:51.919173Z"
60,"1","2026-02-13T09:53:02.234134Z",60,7.884,"An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.","Negative","2026-02-13T09:53:02.234168Z"
61,"1","2026-02-13T09:53:19.991550Z",61,16.552,"Standard fare for this type of movie. Wait for it to come out on streaming.","Neutral","2026-02-13T09:53:19.991593Z"
62,"1","2026-02-13T09:53:33.388750Z",62,5.517,"I have never been so bored in my life. Do not bother.","Negative","2026-02-13T09:53:33.388774Z"
63,"1","2026-02-13T09:53:42.928231Z",63,8.017,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.","Neutral","2026-02-13T09:53:42.928271Z"
64,"1","2026-02-13T09:54:03.516190Z",64,18.894,"It doesn't leave a lasting impression. It serves its purpose as popcorn filler.","Neutral","2026-02-13T09:54:03.516227Z"
65,"1","2026-02-13T09:54:10.927971Z",65,5.917,"It serves its purpose as popcorn filler. If you're bored, give it a shot.","Neutral","2026-02-13T09:54:10.928005Z"
66,"1","2026-02-13T09:54:18.804379Z",66,6.352,"Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.","Neutral","2026-02-13T09:54:18.804419Z"
67,"1","2026-02-13T09:54:42.010284Z",67,12.882,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.","Neutral","2026-02-13T09:54:42.010314Z"
68,"1","2026-02-13T09:54:55.573240Z",68,11.684,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.","Neutral","2026-02-13T09:54:55.573272Z"
69,"1","2026-02-13T09:55:17.421608Z",69,20.199,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.","Positive","2026-02-13T09:55:17.421650Z"
70,"1","2026-02-13T09:55:24.494537Z",70,5.089,"The soundtrack was frankly disjointed. Total garbage.","Negative","2026-02-13T09:55:24.494580Z"
71,"1","2026-02-13T09:55:43.720729Z",71,18.09,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.","Neutral","2026-02-13T09:55:43.720770Z"
72,"1","2026-02-13T09:55:55.389898Z",72,10.119,"The direction was frankly uninspired. I want my two hours back.","Negative","2026-02-13T09:55:55.389932Z"
73,"1","2026-02-13T09:56:57.025148Z",73,58.683,"It has some good moments, especially the direction. I have mixed feelings about this one.","Neutral","2026-02-13T09:56:57.025187Z"
74,"1","2026-02-13T09:57:08.536822Z",74,5.534,"It perfectly balances humor and drama. I was completely blown away by this film.","Positive","2026-02-13T09:57:08.536871Z"
75,"1","2026-02-13T09:57:43.589282Z",75,33.092,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-13T09:57:43.589312Z"
76,"1","2026-02-13T09:58:01.092622Z",76,9.636,"A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.","Positive","2026-02-13T09:58:01.092663Z"
77,"1","2026-02-13T09:58:24.626915Z",77,10.251,"I didn't expect to enjoy this as much as I did. Highly recommended for everyone.","Positive","2026-02-13T09:58:24.626963Z"
78,"1","2026-02-13T09:59:08.565718Z",78,5.943,"Standard fare for this type of movie. Good for a one-time watch.","Neutral","2026-02-13T09:59:08.565747Z"
79,"1","2026-02-13T09:59:26.142224Z",79,8.279,"The plot holes were glaring and the direction was lifeless. What a complete waste of potential.","Negative","2026-02-13T09:59:26.142256Z"
80,"1","2026-02-13T09:59:56.613539Z",80,28.973,"A strange experience overall. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-13T09:59:56.613579Z"
81,"1","2026-02-13T10:00:17.220981Z",81,16.613,"A strange experience overall. A polarizing experience for sure.","Neutral","2026-02-13T10:00:17.221018Z"
82,"1","2026-02-13T10:01:32.506344Z",82,65.317,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.","Neutral","2026-02-13T10:01:32.506383Z"
83,"1","2026-02-13T10:01:58.423740Z",83,14.406,"I have mixed feelings about this one. 6/10 at best.","Neutral","2026-02-13T10:01:58.423774Z"
84,"1","2026-02-13T10:02:18.968590Z",84,4.457,"I struggled to sit through the first half. A complete misfire.","Negative","2026-02-13T10:02:18.968621Z"
85,"1","2026-02-13T10:02:26.001057Z",85,3.914,"An absolute joy to watch from start to finish. Highly recommended for everyone.","Positive","2026-02-13T10:02:26.001092Z"
86,"1","2026-02-13T10:02:58.564427Z",86,31.109,"A frustrating experience. Zero stars if I could give it.","Negative","2026-02-13T10:02:58.564487Z"
87,"1","2026-02-13T10:09:39.412847Z",87,12.07,"An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.","Neutral","2026-02-13T10:09:39.412883Z"
88,"1","2026-02-13T10:10:15.529629Z",88,27.09,"It was... fine. It has some good moments, especially the character development. It is what it is.","Neutral","2026-02-13T10:10:15.529661Z"
89,"1","2026-02-13T10:10:27.005898Z",89,9.638,"An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.","Negative","2026-02-13T10:10:27.005941Z"
90,"1","2026-02-13T10:10:35.837595Z",90,6.747,"This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.","Positive","2026-02-13T10:10:35.837634Z"
91,"1","2026-02-13T10:10:43.087450Z",91,5.473,"The screenplay was okay, but forgettable. It was... fine.","Neutral","2026-02-13T10:10:43.087494Z"
92,"1","2026-02-13T10:10:53.118089Z",92,8.18,"A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.","Positive","2026-02-13T10:10:53.118122Z"
93,"1","2026-02-13T10:11:04.617427Z",93,7.564,"I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.","Positive","2026-02-13T10:11:04.617471Z"
94,"1","2026-02-13T10:11:23.852888Z",94,18.087,"It doesn't leave a lasting impression. Middle of the road entertainment.","Neutral","2026-02-13T10:11:23.852935Z"
95,"1","2026-02-13T10:11:33.817728Z",95,8.269,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.","Neutral","2026-02-13T10:11:33.817756Z"
96,"1","2026-02-13T10:11:44.145407Z",96,7.558,"While the lighting shines, the rest is convoluted. I am confused about how I feel.","Neutral","2026-02-13T10:11:44.145443Z"
97,"1","2026-02-13T10:11:59.334361Z",97,9.336,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.","Neutral","2026-02-13T10:11:59.334392Z"
98,"1","2026-02-13T10:12:09.402278Z",98,8.417,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.","Neutral","2026-02-13T10:12:09.402313Z"
99,"1","2026-02-13T10:12:19.668569Z",99,8.896,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-13T10:12:19.668607Z"
100,"1","2026-02-13T10:12:25.740014Z",100,4.595,"I was hooked from the very first minute. I can't wait to see it again.","Positive","2026-02-13T10:12:25.740037Z"
